dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes,PUBCHCID,TTD_TARGETS
ZSTK474,CHEMBL586702,HGVNLRPZOWWDKD-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5,11647372,C19H21F2N7O2,1,CIDm11647372,CIDs11647372,ZSTK474,DB12904,,,11647372,PIK3CG
LY2109761,CHEMBL260015,IHLVSLOZUHKNMQ-UHFFFAOYSA-N,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,11655119,C26H27N5O2,0,CIDm11655119,CIDs11655119,LY2109761,,,,11655119,"TGFBR1,TGFBR2"
RAF265 (CHIR-265),CHEMBL558752,YABJJWZLRMPFSI-UHFFFAOYSA-N,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F,11656518,C24H16F6N6O,2,CIDm11656518,CIDs11656518,CHIR-265,,,,11656518,KDR
FOSTAMATINIB (R788),CHEMBL2103830,GKDRMWXFWHEQQT-UHFFFAOYSA-N,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C,11671467,C23H26FN6O9P,3,CIDm11671467,CIDs11671467,fostamatinib,DB12010,D09347,,11671467,SYK
AZ 628,CHEMBL2144069,ZGBGPEDJXCYQPH-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C,11676786,C27H25N5O2,0,CIDm11676786,CIDs11676786,AZ 628,,,,11676786,BRAF
OMECAMTIV MECARBIL (CK-1827452),CHEMBL1800955,RFUBTTPMWSKEIW-UHFFFAOYSA-N,CC1=NC=C(C=C1)NC(=O)NC2=CC=CC(=C2F)CN3CCN(CC3)C(=O)OC,11689883,C20H24FN5O3,3,CIDm11689883,CIDs11689883,omecamtiv mecarbil,DB11816,D09648,,11689883,MYBPC3
AT9283,,VRXXZJLHPWWXIX-ZCXUNETKSA-N,C1CC1NC(=O)NC2=CNNC2=C3N=C4C=CC(=CC4=N3)CN5CCOCC5,11696609,C19H23N7O2,2,CIDm11496628,CIDs11696609,AT9283,,,,11696609,"AURKB,AURKA"
MLN8054,CHEMBL259084,HHFBDROWDBDFBR-UHFFFAOYSA-N,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O,11712649,C25H15ClF2N4O2,1,CIDm11712649,CIDs11712649,MLN8054,DB13061,,,11712649,AURKA
PHA-767491,CHEMBL225519,DKXHSOUZPMHNIZ-UHFFFAOYSA-N,C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3,11715767,C12H11N3O,0,CIDm11715766,CIDs11715766,CDC7/CDK9 inhibitor,,,,11715767,CDC7
GDC-0879,CHEMBL525191,DEZZLWQELQORIU-RELWKKBWSA-N,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO,11717001,C19H18N4O2,0,CIDm11717001,CIDs11717001,GDC-0879,,,,11717001,BRAF
BX-912,CHEMBL3916849,DMMILYKXNCVKOJ-UHFFFAOYSA-N,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br,11754511,C20H23BrN8O,0,CIDm11754511,CIDs11754511,BX-912,,,,11754511,"KDR,CDK2,CHEK1,Fung ypkA,GSK3B,PDPK1"
EMPAGLIFLOZIN (BI 10773),CHEMBL2107830,OBWASQILIWPZMG-QZMOQZSNSA-N,C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl,11949646,C23H27ClO7,4,CIDm11949646,CIDs11949646,empagliflozin,DB09038,D10459,,11949646,SLC5A2
AT13387,CHEMBL1214827,IFRGXKKQHBVPCQ-UHFFFAOYSA-N,CC(C)C1=C(C=C(C(=C1)C(=O)N2CC3=C(C2)C=C(C=C3)CN4CCN(CC4)C)O)O,11955716,C24H31N3O3,2,CIDm11955716,CIDs11955716,AT13387,,D10719,,11955716,HSP90AA1
LY2603618,CHEMBL3039517,SYYBDNPGDKKJDU-ZDUSSCGKSA-N,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3,11955855,C18H22BrN5O3,2,CIDm11955855,CIDs11955855,LY2603618,DB11662,D10397,,11955855,CHEK1
SB269970 HCL,CHEMBL1256844,XQCJOYZLWFNDIO-PKLMIRHRSA-N,CC1CCN(CC1)CCC2CCCN2S(=O)(=O)C3=CC=CC(=C3)O.Cl,11957684,C18H29ClN2O3S,0,CIDm04184551,CIDs06604889,SB-269970 hydrochloride,,,,11957684,HTR7
SODIUM NITROPRUSSIDE,,PECOKVKJVPMJBN-UHFFFAOYSA-N,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Na+].[Na+].[Fe+4],11963579,C5FeN6Na2O,0,CIDm00045469,CIDs00045469,sodium nitroprusside,,,,11963579,GUCY1A1; GUCY1B1
ULIPRISTAL,CHEMBL2103846,HKDLNTKNLJPAIY-WKWWZUSTSA-N,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,13559281,C28H35NO3,4,CIDm13559279,CIDs13559281,ulipristal,DB08867,D09567,,13559281,PGR
TOSEDOSTAT (CHR2797),CHEMBL2103847,FWFGIHPGRQZWIW-SQNIBIBYSA-N,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C1=CC=CC=C1)C(=O)OC2CCCC2,15547703,C21H30N2O6,2,CIDm09931166,CIDs15547703,tosedostat,DB11781,D10026,,15547703,NPEPPS
ENZALUTAMIDE (MDV3100),CHEMBL1082407,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,15951529,C21H16F4N4O2S,4,CIDm15951529,CIDs15951529,enzalutamide,DB08899,D10218,,15951529,AR
KU-60019,CHEMBL2140173,SCELLOWTHJGVIC-BGYRXZFFSA-N,CC1CN(CC(O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C=CC=C4C3)C5=CC(=O)C=C(O5)N6CCOCC6,15953870,C30H33N3O5S,0,CIDm15953870,CIDs15953870,KU-60019,,,,15953870,ATM
GSK461364,CHEMBL1908394,ZHJGWYRLJUCMRT-QGZVFWFLSA-N,CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N,15983966,C27H28F3N5O2S,1,CIDm15983966,CIDs15983966,GSK461364A,,,,15983966,PLK1
MACITENTAN,CHEMBL2103873,JGCMEBMXRHSZKX-UHFFFAOYSA-N,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,16004692,C19H20Br2N6O4S,4,CIDm16004692,CIDs16004692,macitentan,DB08932,D10135,,16004692,"EDNRA,EDNRB"
AMG-517,CHEMBL229430,YUTIXVXZQIQWGY-UHFFFAOYSA-N,CC(=O)NC1=NC2=C(C=CC=C2S1)OC3=NC=NC(=C3)C4=CC=C(C=C4)C(F)(F)F,16007367,C20H13F3N4O2S,1,CIDm16007367,CIDs16007367,AMG-517,,,,16007367,TRPV1
BARASERTIB (AZD1152-HQPA),CHEMBL215152,QYZOGCMHVIGURT-UHFFFAOYSA-N,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCO,16007391,C26H30FN7O3,2,CIDm16007391,CIDs16007391,AZD1152-HQPA,,,,16007391,AURKB
TAE684 (NVP-TAE684),CHEMBL509032,QQWUGDVOUVUTOY-UHFFFAOYSA-N,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC,16038120,C30H40ClN7O3S,0,CIDm16038120,CIDs16038120,NVP-TAE684,,,,16038120,INSR
A-803467,CHEMBL250699,VHKBTPQDHDSBSP-UHFFFAOYSA-N,COC1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Cl)OC,16038374,C19H16ClNO4,0,CIDm16038374,CIDs16038374,A-803467,,,,16038374,SCN10A
ENMD-2076,CHEMBL482968,BLQYVHBZHAISJM-CMDGGOBGSA-N,CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)C=CC4=CC=CC=C4,16041424,C21H25N7,2,CIDm16041424,CIDs16041424,ENMD-2076,,,,16041424,AURKA
ENTECAVIR HYDRATE,,YXPVEXCTPGULBZ-WQYNNSOESA-N,C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N.O,16052026,C12H17N5O4,4,CIDm00153941,CIDs00153941,entecavir,,D04008,,16052026,HBV RT
MRS 2578,CHEMBL1321988,QOHNRGHTJPFMSL-UHFFFAOYSA-N,C1=CC(=CC(=C1)NC(=S)NCCCCNC(=S)NC2=CC=CC(=C2)N=C=S)N=C=S,16078986,C20H20N6S4,0,CIDm16078986,CIDs16078986,MRS 2578,,,,16078986,P2RY6
MOTESANIB DIPHOSPHATE (AMG-706),CHEMBL2107357,ONDPWWDPQDCQNJ-UHFFFAOYSA-N,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,16097729,C22H29N5O9P2,3,CIDm11667893,CIDs11667893,motesanib,,D08947,,16097729,TERT
GOLVATINIB (E7050),CHEMBL3039525,UQRCJCNVNUFYDX-UHFFFAOYSA-N,CN1CCN(CC1)C2CCN(CC2)C(=O)NC3=NC=CC(=C3)OC4=CC(=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,16118392,C33H37F2N7O4,2,CIDm16118392,CIDs16118392,golvatinib,DB11977,D10224,,16118392,"KDR,MET"
PF-00562271,CHEMBL2430359,LKLWTLXTOVZFAE-UHFFFAOYSA-N,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C.C1=CC=C(C=C1)S(=O)(=O)O,16118986,C27H26F3N7O6S2,0,CIDm16118986,CIDs16118986,cc-23,,,,16118986,PTK2
TAK-901,CHEMBL3544932,WKDACQVEJIVHMZ-UHFFFAOYSA-N,CCS(=O)(=O)C1=CC=CC(=C1)C2=CC(=C(C3=C2C4=CC(=CN=C4N3)C)C)C(=O)NC5CCN(CC5)C,16124208,C28H32N4O3S,1,CIDm16124208,CIDs16124208,TAK-901,DB12756,,,16124208,AURKB
IVACAFTOR (VX-770),CHEMBL2010601,PURKAOJPTOLRMP-UHFFFAOYSA-N,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,16220172,C24H28N2O3,4,CIDm16220172,CIDs16220172,ivacaftor,DB08820,D09916,,16220172,CFTR
BUPARLISIB,CHEMBL2017974,CWHUFRVAEUJCEF-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,16654980,C18H21F3N6O2,3,CIDm16654980,CIDs16654980,NVP-BKM120,DB11666,D10584,,16654980,"PIK3CG,PIK3CB,PIK3CD,PIK3CA"
VX-809 (LUMACAFTOR),CHEMBL2103870,UFSKUSARDNFIRC-UHFFFAOYSA-N,CC1=C(N=C(C=C1)NC(=O)C2(CC2)C3=CC4=C(C=C3)OC(O4)(F)F)C5=CC(=CC=C5)C(=O)O,16678941,C24H18F2N2O5,4,CIDm16678941,CIDs16678941,lumacaftor,DB09280,D10134,,16678941,CFTR
MILCICLIB (PHA-848125),CHEMBL564829,RXZMYLDMFYNEIM-UHFFFAOYSA-N,CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,16718576,C25H32N8O,2,CIDm16718576,CIDs16718576,milciclib,,,,16718576,CDK2
TG101348 (SAR302503),CHEMBL1287853,JOOXLOJCABQBSG-UHFFFAOYSA-N,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,16722836,C27H36N6O3S,3,CIDm16722836,CIDs16722836,fedratinib,DB12500,D10630,,16722836,JAK2
GSK690693,CHEMBL494089,KGPGFQWBCSZGEL-ZDUSSCGKSA-N,CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,16725726,C21H27N7O3,1,CIDm16048642,CIDs16725726,GSK690693,DB12745,,,16725726,AKT3
BIIB021,CHEMBL467399,QULDDKSCVCJTPV-UHFFFAOYSA-N,CC1=CN=C(C(=C1OC)C)CN2C=NC3=C2N=C(N=C3Cl)N,16736529,C14H15ClN6O,2,CIDm16736529,CIDs16736529,BIIB021,DB12359,,,16736529,HSP90AA1
AZD5438,CHEMBL488436,WJRRGYBTGDJBFX-UHFFFAOYSA-N,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,16747683,C18H21N5O2S,1,CIDm16747683,CIDs16747683,AZD5438,,,,16747683,CDK2
PF-477736,CHEMBL3990456,YFNWWNRZJGMDBR-LJQANCHMSA-N,CN1C=C(C=N1)C2=NC3=C4C2=CNNC(=O)C4=CC(=C3)NC(=O)C(C5CCCCC5)N,16750408,C22H25N7O2,1,CIDm16750408,CIDs16750408,PF-477736,DB12611,,,16750408,CHEK1
VALPROIC ACID SODIUM SALT (SODIUM VALPROATE),CHEMBL433,AEQFSUDEHCCHBT-UHFFFAOYSA-M,CCCC(CCC)C(=O)[O-].[Na+],16760703,C8H15NaO2,4,CIDm00003121,CIDs00003121,valproate,,D00710,,16760703,ABAT
PF-04217903,CHEMBL2001019,PDMUGYOXRHVNMO-UHFFFAOYSA-N,C1=CC2=C(C=CC(=C2)CN3C4=NC(=CN=C4N=N3)C5=CN(N=C5)CCO)N=C1,17754438,C19H16N8O,1,CIDm17754438,CIDs17754438,PF-04217903,DB12848,,,17754438,MET
GDC-0941,CHEMBL521851,LHNIIDJUOCFXAP-UHFFFAOYSA-N,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,17755052,C23H27N7O3S2,2,CIDm17755052,CIDs17755052,pictilisib,DB11663,D10189,,17755052,PIK3CG
ICOTINIB,CHEMBL2087361,QQLKULDARVNMAL-UHFFFAOYSA-N,C#CC1=CC(=CC=C1)NC2=NC=NC3=CC4=C(C=C32)OCCOCCOCCO4,22024915,C22H21N3O4,4,CIDm22024915,CIDs22024915,icotinib,DB11737,,,22024915,EGFR
KW-2478,,VFUXSYAXEKYYMB-UHFFFAOYSA-N,CCC1=C(C=C(C(=C1CC(=O)N(CCOC)CCOC)C(=O)C2=CC(=C(C=C2)OCCN3CCOCC3)OC)O)O,23116322,C30H42N2O9,2,CIDm23116321,CIDs23116321,KW-2478,,,,23116322,HSP90AA1
DIVALPROEX SODIUM,CHEMBL2105613,MSRILKIQRXUYCT-UHFFFAOYSA-M,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],23663956,C16H31NaO4,4,CIDm00003121,CIDs00003121,valproate,,D00304,,23663956,ABAT
PLX-4720,CHEMBL1230020,YZDJQTHVDDOVHR-UHFFFAOYSA-N,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F,24180719,C17H14ClF2N3O3S,0,CIDm24180719,CIDs24180719,PLX-4720,DB06999,,,24180719,"KDR,BRAF"
AST-1306,CHEMBL1947204,MVZGYPSXNDCANY-UHFFFAOYSA-N,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl,24739943,C24H18ClFN4O2,0,CIDm24739943,CIDs24739943,AST-1306,,,,24739943,EGFR
CX-4945 (SILMITASERTIB),CHEMBL1230165,MUOKSQABCJCOPU-UHFFFAOYSA-N,C1=CC(=CC(=C1)Cl)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)O,24748573,C19H12ClN3O2,2,CIDm24748573,CIDs24748573,CX-4945 (Silmitasertib,,,,24748573,CSNK2A1
PCI-34051,CHEMBL2170177,AJRGHIGYPXNABY-UHFFFAOYSA-N,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,24753719,C17H16N2O3,0,CIDm24753719,CIDs24753719,PCI-34051,,,,24753719,HDAC8
CUDC-101,CHEMBL598797,PLIVFNIUGLLCEK-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,24756910,C24H26N4O4,1,CIDm24756910,CIDs24756910,CUDC-101,DB12174,,,24756910,"EGFR,ERBB2"
CPI-613,CHEMBL3186849,ZYRLHJIMTROTBO-UHFFFAOYSA-N,C1=CC=C(C=C1)CSCCC(CCCCC(=O)O)SCC2=CC=CC=C2,24770514,C22H28O2S2,3,CIDm24770514,CIDs24770514,CPI-613,DB12109,,,24770514,OGDH
ALISERTIB (MLN8237),CHEMBL483158,ZLHFILGSQDJULK-UHFFFAOYSA-N,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC,24771867,C27H20ClFN4O4,3,CIDm24771867,CIDs24771867,alisertib,DB05220,D10085,,24771867,AURKA
SNX-2112 (PF-04928473),,ZFVRYNYOPQZKDG-UHFFFAOYSA-N,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C,24772860,C23H27F3N4O3,0,CIDm24772860,CIDs24772860,SNX-2112,,,,24772860,HSP90AA1
ERISMODEGIB,CHEMBL2105737,VZZJRYRQSPEMTK-CALCHBBNSA-N,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,24775005,C26H26F3N3O3,4,CIDm24775005,CIDs24775005,NVP-LDE-225,DB09143,D10119,,24775005,SMO
BMS-754807,CHEMBL575448,LQVXSNNAFNGRAH-QHCPKHFHSA-N,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,24785538,C23H24FN9O,2,CIDm24785538,CIDs24785538,BMS-754807,,,,24785538,AKT1
GDC-0068,CHEMBL2177390,GRZXWCHAXNAUHY-NSISKUIASA-N,CC1CC(C2=C1C(=NC=N2)N3CCN(CC3)C(=O)C(CNC(C)C)C4=CC=C(C=C4)Cl)O,24788740,C24H32ClN5O2,3,CIDm23649209,CIDs24788740,GDC-0068,DB11743,D10641,,24788740,AKT1
BMS-777607,CHEMBL460702,VNBRGSXVFBYQNN-UHFFFAOYSA-N,CCOC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C(=NC=C4)N)Cl)F,24794418,C25H19ClF2N4O4,2,CIDm24794418,CIDs24794418,BMS-777607,DB12064,,,24794418,MET
LOMIBUVIR,CHEMBL3182952,WPMJNLCLKAKMLA-UHFFFAOYSA-N,CC1CCC(CC1)C(=O)N(C2CCC(CC2)O)C3=C(SC(=C3)C#CC(C)(C)C)C(=O)O,24798764,C25H35NO4S,2,CIDm24798764,CIDs24798764,lomibuvir,DB11954,D10425,,24798764,HCV NS5B
CANAGLIFLOZIN,CHEMBL2048484,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,24812758,C24H25FO5S,4,CIDm24812758,CIDs24812758,canagliflozin,DB08907,D09592,,24812758,SLC5A2
IBRUTINIB (PCI-32765),CHEMBL1873475,XYFPWWZEPKGCCK-GOSISDBHSA-N,C=CC(=O)N1CCCC(C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N,24821094,C25H24N6O2,4,CIDm16126651,CIDs24821094,ibrutinib,DB09053,D10223,,24821094,BTK
PONATINIB (AP24534),CHEMBL1171837,PHXJVRSECIGDHY-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,24826799,C29H27F3N6O,4,CIDm24826799,CIDs24826799,ponatinib,DB08901,D09950,,24826799,"FLT3,KIT,RET,ABL1"
AMG-900,CHEMBL2140408,IVUGFMLRJOCGAS-UHFFFAOYSA-N,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,24856041,C28H21N7OS,1,CIDm24856041,CIDs24856041,AMG 900,,,,24856041,"AURKB,AURKA,AURKC"
TAK-875,CHEMBL1829174,BZCALJIHZVNMGJ-HSZRJFAPSA-N,CC1=CC(=CC(=C1C2=CC(=CC=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C,24857286,C29H32O7S,3,CIDm24857286,CIDs24857286,fasiglifam,DB12491,D10336,,24857286,FFAR1
ARN-509,CHEMBL3183409,HJBWBFZLDZWPHF-UHFFFAOYSA-N,CNC(=O)C1=C(C=C(C=C1)N2C(=S)N(C(=O)C23CCC3)C4=CN=C(C(=C4)C(F)(F)F)C#N)F,24872560,C21H15F4N5O2S,4,CIDm24872560,CIDs24872560,ARN-509,DB11901,D11040,,24872560,AR
QUIZARTINIB (AC220),CHEMBL576982,CVWXJKQAOSCOAB-UHFFFAOYSA-N,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3,24889392,C29H32N6O4S,3,CIDm24889392,CIDs24889392,quizartinib,DB12874,D09955,,24889392,FLT3
MGCD-265,CHEMBL254760,UFICVEHDQUKCEA-UHFFFAOYSA-N,CN1C=C(N=C1)C2=CC3=NC=CC(=C3S2)OC4=C(C=C(C=C4)NC(=S)NC(=O)CC5=CC=CC=C5)F,24901704,C26H20FN5O2S2,2,CIDm24901704,CIDs24901704,MGCD265,,,,24901704,AXL
PP121,CHEMBL1081312,NVRXTLZYXZNATH-UHFFFAOYSA-N,C1CCC(C1)N2C3=C(C(=N2)C4=CN=C5C(=C4)C=CN5)C(=NC=N3)N,24905142,C17H17N7,0,CIDm24905142,CIDs24905142,pp121,DB08052,,,24905142,"PDGFRA,KDR,EGFR,SRC,ABL1,MTOR,PIK3CG,PIK3CB,PRKDC,HCK"
SUVOREXANT (MK-4305),CHEMBL1083659,JYTNQNCOQXFQPK-MRXNPFEDSA-N,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,24965990,C23H23ClN6O2,4,CIDm24965990,CIDs24965990,suvorexant,DB09034,D10082,,24965990,HCRTR2
ABT-263 (NAVITOCLAX),CHEMBL443684,JLYAXFNOILIKPP-KXQOOQHDSA-N,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,24978538,C47H55ClF3N5O6S3,2,CIDm24978538,CIDs24978538,navitoclax,DB12340,D09935,,24978538,"CCND1,BCL2,BCL2L2,BCL2L1"
MK-8245,CHEMBL1938870,UJEAABFSXKCSGI-UHFFFAOYSA-N,C1CN(CCC1OC2=C(C=CC(=C2)F)Br)C3=NOC(=C3)C4=NN(N=N4)CC(=O)O,24988881,C17H16BrFN6O4,1,CIDm24988881,CIDs24988881,MK-8245,DB13024,,,24988881,SCD
JZL184,CHEMBL576786,SEGYOKHGGFKMCX-UHFFFAOYSA-N,C1CN(CCC1C(C2=CC3=C(C=C2)OCO3)(C4=CC5=C(C=C4)OCO5)O)C(=O)OC6=CC=C(C=C6)[N+](=O)[O-],25021165,C27H24N2O9,0,CIDm25021165,CIDs25021165,JZL184,,,,25021165,MGLL
BI-D1870,CHEMBL573107,DTEKTGDVSARYDS-UHFFFAOYSA-N,CC1C(=O)N(C2=CN=C(N=C2N1CCC(C)C)NC3=CC(=C(C(=C3)F)O)F)C,25023738,C19H23F2N5O2,0,CIDm25023738,CIDs25023738,BI-D1870,,,,25023738,"RPS6KA3,RPS6KA1,RPS6KA2,RPS6KA6"
PF-04691502,CHEMBL1234354,XDLYKKIQACFMJG-UHFFFAOYSA-N,CC1=C2C=C(C(=O)N(C2=NC(=N1)N)C3CCC(CC3)OCCO)C4=CN=C(C=C4)OC,25033539,C22H27N5O4,2,CIDm25033539,CIDs25033539,PF-04691502,DB11974,,,25033539,"MTOR,PIK3CG"
CYT387,CHEMBL1078178,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,25062766,C23H22N6O2,3,CIDm25062766,CIDs25062766,momelotinib,DB11763,D10315,,25062766,JAK2
DCC-2036 (REBASTINIB),CHEMBL1738757,WVXNSAVVKYZVOE-UHFFFAOYSA-N,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)C4=CC5=C(C=C4)N=CC=C5,25066467,C30H28FN7O3,2,CIDm25066467,CIDs25066467,rebastinib,DB13005,D10334,,25066467,"ABL1,TEK"
AZ 960,CHEMBL1774055,SUNXHXDJOIXABJ-NSHDSACASA-N,CC1=CC(=NN1)NC2=C(C=C(C(=N2)NC(C)C3=CC=C(C=C3)F)C#N)F,25099184,C18H16F2N6,0,CIDm25099184,CIDs25099184,AZ 960,,,,25099184,JAK2
CABOZANTINIB,CHEMBL2105717,ONIQOQHATWINJY-UHFFFAOYSA-N,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,25102847,C28H24FN3O5,4,CIDm25102847,CIDs25102847,cabozantinib,DB08875,D10062,,25102847,"KDR,MET"
INCB28060,CHEMBL3188267,LIOLIMKSCNQPLV-UHFFFAOYSA-N,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F,25145656,C23H17FN6O,4,CIDm25145656,CIDs25145656,INCB28060,DB11791,D10696,,25145656,MET
GSK2126458 (GSK458),CHEMBL1236962,CGBJSGAELGCMKE-UHFFFAOYSA-N,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,25167777,C25H17F2N5O3S,1,CIDm25167777,CIDs25167777,GSK2126458,DB12703,D10718,,25167777,PIK3CG
