,dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes
2342,AMPK Activator,,MPLLLQUZNJSVTK-UHFFFAOYSA-N,C1=CC(=CC=C1CCCC2=CC=C(O2)C(=O)O)OCCC3=CC=C(C=C3)F,16760291,C22H21FO4,0,CIDm16760291,CIDs16760291,AMPK activator,,,
2343,S-99,CHEMBL3183131,BDAJJFZKNIYDOL-UHFFFAOYSA-N,CC(C)NC1=CC(=CC2=NC(=NN12)NC(=O)C3=CN=CC=C3)C(F)(F)F,59437537,C16H15F3N6O,0,CIDm59437537,CIDs59437537,X5890,,,
2344,473382-39-7,CHEMBL3184502,FKCXKEHHZXEWGP-UHFFFAOYSA-N,CC(C)(CNC1=NN2C(=NN=C2C3=CC=CC=C3)C=C1C4CCC4)CN(C)C,10271028,C22H30N6,0,CIDm10271028,CIDs10271028,Akt-l-1,,,
2345,AZD-26,CHEMBL2035040,GIRZDHCBMNHMEH-UHFFFAOYSA-N,C1CC(C1)(C2=CC=C(C=C2)C3=NC=C(C=C3C4=CC=CC=C4)C(=O)N)N,56953649,C22H21N3O,0,CIDm56953649,CIDs56953649,AGN-PC-0BKZG3,,,
2346,"Akt-I-1,2",CHEMBL362455,CBJJSCYIXJYEAW-UHFFFAOYSA-N,CC(C)(C1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2C4=CC=CC=C4)N,9819282,C23H21N3,0,CIDm09819282,CIDs09819282,"2,3-diphen.ine.",,,
2347,Go 6976,CHEMBL302449,VWVYILCFSYNJHF-UHFFFAOYSA-N,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O,3501,C24H18N4O,0,CIDm00003501,CIDs00003501,C24H20N4O,,,
2348,1352608-82-2,CHEMBL3260567,FJCDSQATIJKQKA-UHFFFAOYSA-N,CC1=CC=CC(=N1)C2=C(N=C(N2)CNC3=CC=CC=C3F)C4=CN5C(=NC=N5)C=C4,54766013,C22H18FN7,2,CIDm54766013,CIDs54766013,EW-7197,,,
2349,LDN-214117,CHEMBL3341789,BHUXVRVMMYAXKN-UHFFFAOYSA-N,CC1=C(C=C(C=N1)C2=CC=C(C=C2)N3CCNCC3)C4=CC(=C(C(=C4)OC)OC)OC,91754554,C25H29N3O3,0,CIDm91754554,CIDs91754554,LDN-214117,,,
2350,LDN-212854,CHEMBL2385591,BBDGBGOVJPEFBT-UHFFFAOYSA-N,C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=C6C=CC=NC6=CC=C5)N=C3,60182388,C25H22N6,0,CIDm60182388,CIDs60182388,LDN-212854,,,
2351,ML347,CHEMBL502351,FVRYPYDPKSZGNS-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=CN3C(=C(C=N3)C4=C5C=CC=NC5=CC=C4)N=C2,44577753,C22H16N4O,0,CIDm44577753,CIDs44577753,ML347,,,
2352,oligomycin A,,MNULEGDCPYONBU-CBLVMMTCSA-N,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,132990892,C45H74O11,0,,,,,,
2353,AZD6738,,OHUHVTCQTUDPIJ-RNHBAAACSA-N,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4,86660217,C20H24N6O2S,0,CIDm54761305,CIDs86660217,AGN-PC-0AC2PX,,,
2354,Selonsertib,CHEMBL3916717,YIDDLAAKOYYGJG-UHFFFAOYSA-N,CC1=C(C=C(C(=C1)F)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)N4C=C(N=C4)C5CC5,71245288,C24H24FN7O,2,CIDm71245288,CIDs71245288,AGN-PC-0JIBUS,,,
2355,BI-847325,,OCUQMWSIGPQEMX-UHFFFAOYSA-N,CCNC(=O)C#CC1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=C(C=C3)CN(C)C)C4=CC=CC=C4,135567102,C29H28N4O2,0,,,,,,
2356,PF-06250112,,SQFDBQCBXUWICP-OAHLLOKOSA-N,C1CC(CN(C1)C#N)N2C(=C(C(=N2)C3=CC=C(C=C3)OC4=C(C=C(C=C4)F)F)C(=O)N)N,74222427,C22H20F2N6O2,0,CIDm74222427,CIDs74222427,SCHEMBL15691525,,,
2357,PF-4800567,CHEMBL2069623,AUMDBEHGJRZSOO-UHFFFAOYSA-N,C1COCCC1N2C3=C(C(=N2)COC4=CC(=CC=C4)Cl)C(=NC=N3)N,53472153,C17H18ClN5O2,0,CIDm53472153,CIDs53472153,PF-4800567,,,
2359,nu6102,CHEMBL319467,OWXORKPNCHJYOF-UHFFFAOYSA-N,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,4566,C18H22N6O3S,0,CIDm00004566,CIDs00004566,6-cyclohex.2-(.,DB07126,,
2360,CVT-313,CHEMBL80713,NQVIIUBWMBHLOZ-UHFFFAOYSA-N,CC(C)N1C=NC2=C1N=C(N=C2NCC3=CC=C(C=C3)OC)N(CCO)CCO,6918386,C20H28N6O3,0,CIDm06918386,CIDs06918386,CDK2 Inhibitor.,,,
2361,NVP-LCQ195,,CCUXEBOOTMDSAM-UHFFFAOYSA-N,CS(=O)(=O)N1CCC(CC1)NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,11655534,C17H19Cl2N5O4S,0,CIDm11655534,CIDs11655534,NVP-LCQ195,,,
2362,CDK9 inhibitor,CHEMBL3392878,CKUFOBCNTCLXJP-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C,66577006,C26H21N5O4S,0,CIDm66577006,CIDs66577006,CDK9 inhibitor,,,
2363,Voruciclib,CHEMBL3905910,MRPGRAKIAJJGMM-OCCSQVGLSA-N,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=C(C=C(C=C4)C(F)(F)F)Cl)O)O,67409219,C22H19ClF3NO5,1,CIDm24888038,CIDs67409218,Voruciclib,,,
2364,THZ1,CHEMBL3603847,OBJNFLYHUXWUPF-IZZDOVSWSA-N,CN(C)CC=CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl,73602827,C31H28ClN7O2,0,CIDm73602827,CIDs73602827,THZ1 Hydrochlo.,,,
2365,BML-277,CHEMBL179583,UXGJAOIJSROTTN-UHFFFAOYSA-N,C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl,9969021,C20H14ClN3O2,0,CIDm09969021,CIDs09969021,Chk2 inhibitor.,,,
2366,CHEMBL1643208,CHEMBL1643208,GMIZZEXBPRLVIV-UHFFFAOYSA-N,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4,16224745,C15H18BrN7,1,CIDm16224745,CIDs16224745,SCH 900776,,,
2367,c-FMS inhibitor,CHEMBL254702,DXPSQKSTVIVZLV-UHFFFAOYSA-N,CC1CCN(CC1)C2=C(C=CC(=C2)N3CCN(CC3)C)NC(=O)C4=CC(=CN4)C#N,11654378,C23H30N6O,0,CIDm11654378,CIDs11654378,c-Fms inhibitor,,,
2368,Lucitanib,CHEMBL2220486,CUDVHEFYRIWYQD-UHFFFAOYSA-N,CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC,25031915,C26H25N3O4,2,CIDm25031915,CIDs25031915,lucitanib,DB11845,,
2369,BLZ945,,ADZBMFGQQWPHMJ-RHSMWYFYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC3=C(C=C2)N=C(S3)NC4CCCCC4O,46184986,C20H22N4O3S,2,CIDm46184986,CIDs46184986,BLZ945,,,
2370,Empesertib,,NRJKIOCCERLIDG-GOSISDBHSA-N,CC(C1=CC=C(C=C1)F)C(=O)NC2=CC=C(C=C2)C3=CN4C(=NC(=N4)NC5=C(C=C(C=C5)S(=O)(=O)C)OC)C=C3,71599640,C29H26FN5O4S,1,CIDm71599640,CIDs71599640,AGN-PC-0JHRY5,,,
2371,quinazolin-4-ylamine,CHEMBL266128,DRYRBWIFRVMRPV-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=NC=N2)N,84759,C8H7N3,0,CIDm00084759,CIDs00084759,4-aminoquinazo.,,,
2373,Tesevatinib,,HVXKQKFEHMGHSL-GOOCMWNKSA-N,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC,10458325,C24H25Cl2FN4O2,3,CIDm10458325,CIDs10458325,EXEL-7647,DB11973,,
2374,Poziotinib,CHEMBL3545154,LPFWVDIFUFFKJU-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)Cl)Cl)F)OC4CCN(CC4)C(=O)C=C,25127713,C23H21Cl2FN4O3,2,CIDm25127713,CIDs25127713,poziotinib,DB12114,,
2375,AZD3759,CHEMBL3623290,MXDSJQHFFDGFDK-CYBMUJFWSA-N,CC1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C,78209992,C22H23ClFN5O3,3,CIDm78209992,CIDs78209992,SCHEMBL16010006,,,
2376,PF-956980,CHEMBL4068357,RONMOMUOZGIDET-HIFRSBDPSA-N,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)N4CCCC4,53344620,C18H26N6O,0,CIDm10291111,CIDs53344620,AGN-PC-09R0DH,,,
2377,AMG-337,CHEMBL3785909,DWHXUGDWKAIASB-CQSZACIVSA-N,CC(C1=NN=C2N1C=C(C=C2F)C3=CN(N=C3)C)N4C=CC5=NC=C(C=C5C4=O)OCCOC,44181686,C23H22FN7O3,0,CIDm44181686,CIDs44181686,AGN-PC-0723R9,,,
2378,Savolitinib,CHEMBL3334567,XYDNMOZJKOGZLS-NSHDSACASA-N,CC(C1=CN2C=CN=C2C=C1)N3C4=NC(=CN=C4N=N3)C5=CN(N=C5)C,68289010,C17H15N9,3,CIDm68287718,CIDs68289010,Savolitinib,DB12048,,
2379,Tepotinib,CHEMBL3402762,AHYMHWXQRWRBKT-UHFFFAOYSA-N,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC(=CC=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N,25171648,C29H28N6O2,2,CIDm25171647,CIDs25171647,EMD-1214063,,,
2380,888719-03-7,CHEMBL509101,OBSFXHDOLBYWRJ-UHFFFAOYSA-N,C1=CN(C(=O)C(=C1)C(=O)NC2=CC(=C(C=C2)OC3=C4C=CNC4=NC=C3)F)C5=CC=C(C=C5)F,21081761,C25H16F2N4O3,0,CIDm21081761,CIDs21081761,RS0065,DB06896,,
2382,AMG-208,CHEMBL496102,HEAIZQNMNCHNFD-UHFFFAOYSA-N,COC1=CC2=NC=CC(=C2C=C1)OCC3=NN=C4N3N=C(C=C4)C5=CC=CC=C5,24864821,C22H17N5O2,2,CIDm24771761,CIDs24864821,AMG-208,DB08079,,
2383,MK-8033,CHEMBL2323775,VMJFTOSOFDEKTM-UHFFFAOYSA-N,CN1C=C(C=N1)C2=CN=C3C=CC4=C(C=C(C=C4)CS(=O)(=O)NCC5=CC=CC=N5)C(=O)C3=C2,45142457,C25H21N5O3S,1,CIDm45142457,CIDs45142457,MK-8033,,,
2384,APY29,,WJNBSTLIALIIEW-UHFFFAOYSA-N,C1CC1C2=CC(=NN2)NC3=NC(=NC=C3)NC4=CC5=C(C=C4)N=CN5,42627755,C17H16N8,0,CIDm42627755,CIDs42627755,APY29,DB07382,,
2385,BMS-536924,CHEMBL401930,ZWVZORIKUNOTCS-OAQYLSRUSA-N,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,135440466,C25H26ClN5O3,0,,,,,,
2386,Entrectinib,CHEMBL1983268,HAYYBYPASCDWEQ-UHFFFAOYSA-N,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,25141092,C31H34F2N6O2,3,CIDm25141092,CIDs25141092,RXDX-101,DB11986,,
2388,ZM39923,CHEMBL596674,JSASWRWALCMOQP-UHFFFAOYSA-N,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3,3797,C23H25NO,0,CIDm00003797,CIDs00003797,jak3 inhibitor.,,,
2389,936091-56-4,,OOSKXASFJFSOBK-UHFFFAOYSA-N,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=CC(=C3)CN4CCOCC4,16723044,C26H34N6O3S,0,CIDm16723044,CIDs16723044,RS0110,,,
2390,936091-15-5,,MMXZBJJTHQWMEN-UHFFFAOYSA-N,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)CN4CCOCC4,16722834,C26H34N6O3S,0,CIDm16722834,CIDs16722834,RS0111,,,
2391,Decernotinib,CHEMBL3039513,ASUGUQWIHMTFJL-QGZVFWFLSA-N,CCC(C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3,59422203,C18H19F3N6O,3,CIDm59422203,CIDs59422203,decernotinib,DB12566,,
2392,C188-9,CHEMBL3392776,QDCJDYWGYVPBDO-UHFFFAOYSA-N,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)C4=C(C=CC5=CC=CC=C54)O,1324494,C27H21NO5S,0,CIDm01324494,CIDs01324494,AGN-PC-0K3O9Y,,,
2393,STX-0119,CHEMBL1687979,MNPXTRXFUMGQLK-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=NN=C(O4)C5=CC=CO5,4253236,C22H14N4O3,0,CIDm04253236,CIDs04253236,STX-0119,,,
2394,BP-1-102,CHEMBL1829876,WNVSFFVDMUSXSX-UHFFFAOYSA-N,CN(CC(=O)N(CC1=CC=C(C=C1)C2CCCCC2)C3=CC(=C(C=C3)C(=O)O)O)S(=O)(=O)C4=C(C(=C(C(=C4F)F)F)F)F,53388144,C29H27F5N2O6S,0,CIDm53388144,CIDs53388144,CHEMBL1829876,,,
2395,CC-401,CHEMBL1614713,XDJCLCLBSGGNKS-UHFFFAOYSA-N,C1CCN(CC1)CCOC2=CC=CC(=C2)C3=NNC4=C3C=C(C=C4)C5=NC=NN5,10430360,C22H24N6O,2,CIDm10430360,CIDs10430360,cc-401,DB12432,,
2396,AMG-25,CHEMBL525893,IGFSMGCBFTXTJK-UHFFFAOYSA-N,CC1=C(C(=O)N(C=C1)C2=CC=C(C=C2)C3=NC=CO3)C4=CC5=CN=C(N=C5C=C4)N,24879368,C23H17N5O2,0,CIDm24879368,CIDs24879368,AGN-PC-04T5IZ,,,
2397,hg-10-102-01,CHEMBL2170016,YEVOZZZLKJKCCD-UHFFFAOYSA-N,CNC1=NC(=NC=C1Cl)NC2=C(C=C(C=C2)C(=O)N3CCOCC3)OC,58539301,C17H20ClN5O3,0,CIDm58539301,CIDs58539301,hg-10-102-01,,,
2398,GSK2578215A,CHEMBL2204495,WCIGMFCFPXZRMQ-UHFFFAOYSA-N,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,68107965,C24H18FN3O2,0,CIDm68107965,CIDs68107965,GSK2578215A,,,
2399,GNE-9605,CHEMBL3122117,PUXPEQJKNAWNQA-AAEUAGOBSA-N,CNC1=NC(=NC=C1C(F)(F)F)NC2=C(N(N=C2)C3CCN(CC3F)C4COC4)Cl,76328936,C17H20ClF4N7O,0,CIDm69281791,CIDs76328936,GNE-9605,,,
2400,BMS-3,CHEMBL3182065,YBGGBHCJSAEIAS-UHFFFAOYSA-N,C1CC1C(=O)NC2=NC=C(S2)C3=CC(=NN3C4=C(C=CC=C4Cl)Cl)C(F)F,73265272,C17H12Cl2F2N4OS,0,CIDm73265272,CIDs73265272,RS0050,,,
2401,TOLIMIDONE,CHEMBL8030,HJQILFPVRNHTIG-UHFFFAOYSA-N,CC1=CC(=CC=C1)OC2=CNC(=O)N=C2,39065,C11H10N2O2,2,CIDm00039065,CIDs00039065,Tolimidone,,,
2402,PF-3644022,CHEMBL1231206,CMWRPDHVGMHLSZ-GFCCVEGCSA-N,CC1CNC2=C(C(=O)N1)SC3=C2C4=C(C=C3)N=C(C=C4)C5=CN=C(C=C5)C,44631903,C21H18N4OS,0,CIDm44631903,CIDs44631903,DB07430,DB07430,,
2403,865362-74-9,CHEMBL259551,XVECMUKVOMUNLE-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N,11493598,C18H13N7,0,CIDm11493598,CIDs11493598,ERK inhibitor .,DB07794,,
2404,OTSSP167,,DKZYXHCYPUVGAF-UHFFFAOYSA-N,CC(=O)C1=CN=C2C=CC(=NC2=C1NC3CCC(CC3)CN(C)C)C4=CC(=C(C(=C4)Cl)O)Cl,135398499,C25H28Cl2N4O2,0,,,,,,
2405,MPI-0479605,CHEMBL2047943,OVJBNYKNHXJGSA-UHFFFAOYSA-N,CC1=C(C=CC(=C1)N2CCOCC2)NC3=NC4=C(C(=N3)NC5CCCCC5)NC=N4,46909588,C22H29N7O,0,CIDm46909588,CIDs46909588,IN2001,,,
2406,XMU-MP-1,,YRDHKIFCGOZTGD-UHFFFAOYSA-N,CN1C2=C(C(=O)N(C3=CN=C(N=C31)NC4=CC=C(C=C4)S(=O)(=O)N)C)SC=C2,121499143,C17H16N6O3S2,0,,,,,,
2407,WYE-687,CHEMBL561103,VDOCQQKGPJENHJ-UHFFFAOYSA-N,COC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCN(CC4)CC5=CN=CC=C5)C(=N2)N6CCOCC6,25229450,C28H32N8O3,0,CIDm25229450,CIDs25229450,WYE-687,,,
2408,PF-04979064,CHEMBL2331664,GACQNUHFDBEIQH-HNNXBMFYSA-N,CC1=NC=C(C=C1)C2=NC3=C4C(=CN=C3C=C2)N(C(=O)N4C5CCN(CC5)C(=O)C(C)O)C,46866705,C24H26N6O3,0,CIDm46866705,CIDs46866705,5PO9J9ZC3X,,,
2409,PP242,CHEMBL1241674,MFAQYJIYDMLAIM-UHFFFAOYSA-N,CC(C)N1C2=C(C(=N1)C3=CC4=C(N3)C=CC(=C4)O)C(=NC=N2)N,135565635,C16H16N6O,0,,,,,,
2410,voxtalisib,CHEMBL3545366,RGHYDLZMTYDBDT-UHFFFAOYSA-N,CCN1C2=NC(=NC(=C2C=C(C1=O)C3=CC=NN3)C)N,16123056,C13H14N6O,2,CIDm16123056,CIDs16123056,SAR245409,DB12400,,
2411,AGN-PC-0MU5N5,CHEMBL3735364,WNDIAFXQKOHFLV-UHFFFAOYSA-N,C1CN(CC2=C1C=C(C=C2)NC(=O)C3=CC=CC=C3C4=CC=C(C=C4)C(F)(F)F)CC5=NC=NN5,9826309,C26H22F3N5O,0,CIDm09826309,CIDs09826309,AGN-PC-0N3P1H,,,
2412,sulfasalazine,CHEMBL1206016,NCEXYHBECQHGNR-UHFFFAOYSA-N,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,5339,C18H14N4O5S,0,,,,,,
2413,NVS-PAK1-1,CHEMBL3609372,OINGHOPGNMYCAB-INIZCTEOSA-N,CC(C)NC(=O)N1CCC(C1)N=C2C3=C(C=CC(=C3)Cl)N(C4=C(N2)C=C(C=C4)F)CC(F)F,137125241,C23H25ClF3N5O,0,,,,,,
2415,193746-75-7,CHEMBL95692,PDTYLGXVBIWRIM-UHFFFAOYSA-N,COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F,9863367,C19H20FN5O,0,CIDm09863367,CIDs09863367,Sb242235,,,
2416,TA-02,,QIFJOFNVIVQRNJ-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)F,91691130,C20H13F2N3,0,CIDm91691130,CIDs91691130,AKOS025142106,,,
2418,AMG 548,CHEMBL585902,RQVKVJIRFKVPBF-VWLOTQADSA-N,CN1C(=O)C(=C(N=C1NCC(CC2=CC=CC=C2)N)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4,11167112,C29H27N5O,1,CIDm11167112,CIDs11167112,AMG-548,,,
2419,Losmapimod,CHEMBL1088752,KKYABQBFGDZVNQ-UHFFFAOYSA-N,CC1=C(C=C(C=C1C2=NC=C(C=C2)C(=O)NCC(C)(C)C)C(=O)NC3CC3)F,11552706,C22H26FN3O2,3,CIDm11552706,CIDs11552706,losmapimod,DB12270,,
2420,TAK-593,CHEMBL2180604,DZFZXPPHBWCXPQ-UHFFFAOYSA-N,CC1=C(C=C(C=C1)OC2=NN3C=C(N=C3C=C2)NC(=O)C4CC4)NC(=O)C5=CC(=NN5C)C,24767976,C23H23N7O3,1,CIDm24767976,CIDs24767976,TAK-593,DB13093,,
2421,GSK2656157,CHEMBL2441340,PRWSIEBRGXYXAJ-UHFFFAOYSA-N,CC1=NC(=CC=C1)CC(=O)N2CCC3=C2C=CC(=C3F)C4=CN(C5=C4C(=NC=N5)N)C,53469059,C23H21FN6O,0,CIDm53469059,CIDs53469059,GSK2656157,,,
2422,LY3023414,,ACCFLVVUVBJNGT-AWEZNQCLSA-N,CC(CN1C2=C3C=C(C=CC3=NC=C2N(C1=O)C)C4=CC(=CN=C4)C(C)(C)O)OC,57519748,C23H26N4O3,2,CIDm57519748,CIDs57519748,AGN-PC-0HQY1T,DB12167,,
2423,GNE-493,CHEMBL1084926,LEXMMFPAPDGYGZ-UHFFFAOYSA-N,CC(C)(C1=CC2=C(S1)C(=NC(=N2)C3=CN=C(N=C3)N)N4CCOCC4)O,25242324,C17H20N6O2S,0,CIDm25242324,CIDs25242324,GNE-493,,,
2424,Acalisib,,DOCINCLJNAXZQF-LBPRGKRZSA-N,CC(C1=NC2=C(C=C(C=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,11618268,C21H16FN7O,1,CIDm11618268,CIDs11618268,Acalisib,,,
2425,AMG319,,KWRYMZHCQIOOEB-LBPRGKRZSA-N,CC(C1=C(N=C2C=C(C=CC2=C1)F)C3=CC=CC=N3)NC4=NC=NC5=C4NC=N5,68947304,C21H16FN7,1,CIDm68947304,CIDs68947304,AGN-PC-0I6L9K,,,
2426,T-00127_HEV1,CHEMBL2397317,RITGMCAEZVMEQO-UHFFFAOYSA-N,CC1=NC2=C(C(=NN2C(=C1)NCCN3CCOCC3)C)C4=CC(=C(C=C4)OC)OC,4904109,C22H29N5O3,0,CIDm04904109,CIDs04904109,T6364615,,,
2427,TAK-960,CHEMBL2392545,GWRSATNRNFYMDI-UHFFFAOYSA-N,CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC,53357478,C27H34F3N7O3,1,CIDm53357478,CIDs53357478,yl)benzamide,,,
2428,PLX8394,,YYACLQUDUDXAPA-MRXNPFEDSA-N,C1CC1C2=NC=C(C=N2)C3=CN=C4C(=C3)C(=CN4)C(=O)C5=C(C=CC(=C5F)NS(=O)(=O)N6CCC(C6)F)F,90116675,C25H21F3N6O3S,2,CIDm90116353,CIDs90116675,SCHEMBL15667314,,,
2429,303727-31-3,CHEMBL373011,WXJLXRNWMLWVFB-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O,9950176,C20H14ClN3O,0,CIDm09950176,CIDs09950176,L-779450,,,
2430,1096708-71-2,CHEMBL3348923,VWMJHAFYPMOMGF-ZCFIWIBFSA-N,CC(C1=NC=C(S1)C(=O)NC2=NC=C(C(=C2)C(F)(F)F)Cl)NC(=O)C3=C(C(=NC=N3)N)Cl,25161177,C17H12Cl2F3N7O2S,2,CIDm25161176,CIDs25161177,MLN 2480,,,
2431,GSK872,,ZCDBTQNFAPKACC-UHFFFAOYSA-N,CC(C)S(=O)(=O)C1=CC2=C(C=CN=C2C=C1)NC3=CC4=C(C=C3)SC=N4,54674134,C19H17N3O2S2,0,CIDm54674134,CIDs54674134,AGN-PC-0AADB7,,,
2432,911417-87-3,CHEMBL2005186,GKHIVNAUVKXIIY-UHFFFAOYSA-N,CC(C)NC(=O)COC1=CC=CC(=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)NN=C5,11950170,C26H24N6O2,2,CIDm11950170,CIDs11950170,KD-025,,,
2433,1072959-67-1,CHEMBL521179,OQWZIAVXCYIZNN-UHFFFAOYSA-N,CN(C)CCOC1=C(C=CC(=C1)C2=CNN=C2)NC(=O)C3COC4=CC=CC=C4O3,25093235,C22H24N4O4,0,CIDm25093235,CIDs25093235,SR-3677,,,
2435,DB07268,CHEMBL242237,QHPKKGUGRGRSGA-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)N)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O,16058637,C17H15N5O2,0,CIDm16058637,CIDs16058637,DB07268,DB07268,,
2436,MRT67307,CHEMBL3605057,UKBGBACORPRCGG-UHFFFAOYSA-N,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=CC(=C4)CN5CCOCC5,44464263,C26H36N6O2,0,CIDm44464263,CIDs44464263,MRT67307,,,
2437,476159-98-5,CHEMBL426161,WPOXAFXHRJYEIC-UHFFFAOYSA-N,CN1CCC(CC1)COC2=C(C=C3C(=C2)N=CN=C3NC4=C(C=CC(=C4)OC)Cl)OC,5330175,C23H27ClN4O3,0,CIDm05330175,CIDs05330175,Methoxy Anilin.,,,
2438,867331-82-6,CHEMBL403989,JMGXJHWTVBGOKG-UHFFFAOYSA-N,CC1=C2C(=CC(=C1)C3=C(C=CC(=C3)OC(=O)C4=CC=CC=C4)Cl)N=NC(=N2)NC5=CC=C(C=C5)OCCN6CCCC6,11973736,C33H30ClN5O3,2,CIDm11973736,CIDs11973736,TG 100801,DB05075,,
2440,R-268712,,JQGOCCALXFSRHZ-UHFFFAOYSA-N,CC1=CC=CC(=N1)C2=C(C=NN2)C3=CC(=C(C=C3)F)C4=CN(N=C4)CCO,11703284,C20H18FN5O,0,CIDm11703284,CIDs11703284,AKOS025142077,,,
2441,Bayer-18,,DYNMZYFOSRSMAC-UHFFFAOYSA-N,CC(C)(C)NC(=O)NC1=CC=CC(=C1)NC2=NC=C(C(=N2)NC(C)(C)CO)F,73265273,C19H27FN6O2,0,CIDm73265273,CIDs73265273,NCGC00345844-01,,,
2442,GDC-046,CHEMBL2387224,IAFNAEGXTKTGHN-UHFFFAOYSA-N,C1CC1C(=O)NC2=NC=CC(=C2)NC(=O)C3=C(C=CC=C3Cl)Cl,49839561,C16H13Cl2N3O2,0,CIDm49839561,CIDs49839561,0X5,,,
